S.No;uid;$key;longitud;latitud;altura;velocidad;CantSat;azimuth;actividad;confianza;Y;X;Z;postionDop;horizontalDop;verticalDop;geoidHeight;date;;
1;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:49
2;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:49
3;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:49
4;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:49
5;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:49
6;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:50
7;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;5;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:50
8;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:50
9;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;-Lox7Dz-9Bc5x89lU9Gp;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:50
10;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:50
11;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:50
12;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:51
13;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:51
14;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:51
15;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:51
16;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:51
17;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:51
18;BpkIkncj9AWWMcKkaCPd4nyU7Sx2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 17 Sep 2019; 02:52
