S.No;uid;$key;longitud;latitud;altura;velocidad;CantSat;azimuth;actividad;confianza;Y;X;Z;postionDop;horizontalDop;verticalDop;geoidHeight;date;;
1;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;5;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:48
2;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:48
3;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:49
4;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:49
5;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:49
6;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:49
7;FekPkLDFzef86Y3iVftXpZzsH8p2;-M9z5za5IeY-0AgBayFI;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:49
8;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:49
9;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:50
10;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:50
11;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:50
12;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;5;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:50
13;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:50
14;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:50
15;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:50
16;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:50
17;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:51
18;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:51
19;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:51
20;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:51
21;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:51
22;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:51
23;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:52
24;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:52
25;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:52
26;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:52
27;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:52
28;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:52
29;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:53
30;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:53
31;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:53
32;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:53
33;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:53
34;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:53
35;FekPkLDFzef86Y3iVftXpZzsH8p2;-M9z6zJYsVaTNz6pq5_-;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:54
36;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:54
37;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:54
38;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:54
39;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:54
40;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:54
41;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:55
42;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:55
43;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:55
44;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:55
45;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:55
46;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:55
47;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:56
48;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:56
49;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:56
50;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:56
51;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:56
52;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:56
53;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:57
54;FekPkLDFzef86Y3iVftXpZzsH8p2;-M9z7hheYjzygaEqNme-;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:57
55;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:57
56;FekPkLDFzef86Y3iVftXpZzsH8p2;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Tue; 16 Jun 2020; 21:57
