S.No;uid;$key;longitud;latitud;altura;velocidad;CantSat;azimuth;actividad;confianza;Y;X;Z;postionDop;horizontalDop;verticalDop;geoidHeight;date;;
1;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:24
2;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:24
3;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:24
4;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:25
5;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:25
6;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:25
7;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:25
8;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:25
9;mTm89hc9qiM6a5uRLLWixeEmYxv1;-LpTievMid-0oF2xqPN-;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:25
10;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:26
11;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:26
12;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:26
13;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:26
14;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 23 Sep 2019; 15:26
15;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 7 Oct 2019; 18:56
16;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;undefined;undefined;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 7 Oct 2019; 18:56
17;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 7 Oct 2019; 18:57
18;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 7 Oct 2019; 18:57
19;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 7 Oct 2019; 18:57
20;mTm89hc9qiM6a5uRLLWixeEmYxv1;#¿NOMBRE?;-122.084;374.219.983;0;0;0;0;Still;100%;9.776.309.967.041.010;0;0.8123490214347839;undefined;undefined;undefined;undefined;Mon; 7 Oct 2019; 18:57
