S.No;uid;$key;longitud;latitud;altura;velocidad;CantSat;azimuth;actividad;confianza;postionDop;horizontalDop;verticalDop;geoidHeight;Day;dDate;Time
1;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5485898;-33,0113138;41,09999847;0;0;236;undefined;undefined;undefined;undefined;undefined;undefined;mar.; 22 sep. 2020; 13:07:17
2;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5485975;-33,0113096;41,09999847;0,57;18;230;undefined;undefined;undefined;1,428;undefined;undefined;mar.; 22 sep. 2020; 13:07:26
3;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5485007;-33,0112562;41,09999847;0;18;234;undefined;undefined;undefined;0,818;undefined;undefined;mar.; 22 sep. 2020; 13:07:37
4;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5485006;-33,0112561;40,59999847;0;18;240;undefined;undefined;undefined;0,818;undefined;undefined;mar.; 22 sep. 2020; 13:07:47
5;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5485054;-33,0112609;40,59999847;0;17;233;undefined;undefined;undefined;0,833;undefined;undefined;mar.; 22 sep. 2020; 13:08:18
6;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5485011;-33,0112586;40,59999847;0;17;221;undefined;undefined;undefined;0,833;undefined;undefined;mar.; 22 sep. 2020; 13:08:28
7;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5485006;-33,0112564;40,59999847;0;17;260;undefined;undefined;undefined;0,833;undefined;undefined;mar.; 22 sep. 2020; 13:08:39
8;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5483631;-33,0112774;40,59999847;4,45;17;248;undefined;undefined;undefined;0,833;undefined;undefined;mar.; 22 sep. 2020; 13:08:49
9;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5476663;-33,0114258;40,59999847;7,41;18;252;undefined;undefined;undefined;0,789;undefined;undefined;mar.; 22 sep. 2020; 13:09:00
10;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5468334;-33,0115597;40,59999847;7,6;18;255;undefined;undefined;undefined;0,789;undefined;undefined;mar.; 22 sep. 2020; 13:09:11
11;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5460726;-33,0116604;40,59999847;8,91;18;254;undefined;undefined;undefined;0,789;undefined;undefined;mar.; 22 sep. 2020; 13:09:21
12;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5451214;-33,0117962;40,59999847;7,99;18;256;undefined;undefined;undefined;0,747;undefined;undefined;mar.; 22 sep. 2020; 13:09:31
13;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5443368;-33,0119232;30,19368922;3,98;18;247;undefined;undefined;undefined;0,746;undefined;undefined;mar.; 22 sep. 2020; 13:09:42
14;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5443143;-33,0119432;28,78769261;0;18;254;undefined;undefined;undefined;0,746;undefined;undefined;mar.; 22 sep. 2020; 13:09:52
15;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5442134;-33,0119112;40,69999695;2,69;18;296;undefined;undefined;undefined;0,746;undefined;undefined;mar.; 22 sep. 2020; 13:10:03
16;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5441321;-33,0115839;40,69999695;3,83;18;299;undefined;undefined;undefined;0,746;undefined;undefined;mar.; 22 sep. 2020; 13:10:13
17;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,544107;-33,0114252;40,69999695;4;19;299;undefined;undefined;undefined;0,745;undefined;undefined;mar.; 22 sep. 2020; 13:10:24
18;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5440245;-33,0110318;40,89999771;0,09;19;298;undefined;undefined;undefined;0,745;undefined;undefined;mar.; 22 sep. 2020; 13:10:34
19;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5439944;-33,0108686;41;5,37;19;295;undefined;undefined;undefined;0,745;undefined;undefined;mar.; 22 sep. 2020; 13:10:45
20;7PqxCkk9INhJTfRzFQD4fTB3M5r1;#¨NOMBRE?;-71,5438533;-33,0101081;41;6,9;19;296;undefined;undefined;undefined;0,787;undefined;undefined;mar.; 22 sep. 2020; 13:10:56
