S.No;uid;$key;longitud;latitud;altura;velocidad;CantSat;azimuth;actividad;confianza;postionDop;horizontalDop;verticalDop;geoidHeight;Day;dDate;Time
1;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5438985;-33,0101738;40,79999924;0,00;0;36;undefined;undefined;undefined;undefined;undefined;undefined;mar.; 22 sep. 2020; 13:23:34
2;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,543838;-33,0101956;40,79999924;0,00;21;20;Still;96%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:23:44
3;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5438377;-33,0101956;40,79999924;0,00;21;19;Still;96%;undefined;0,832;88;undefined;mar.; 22 sep. 2020; 13:23:54
4;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5438372;-33,010197;40,79999924;0,61;21;21;Still;96%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:24:05
5;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5438153;-33,010004;40,79999924;1,90;21;25;Still;96%;undefined;87;88;undefined;mar.; 22 sep. 2020; 13:24:15
6;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5438162;-33,0098923;40,79999924;3,27;21;23;In Vehicle;87%;undefined;87;88;undefined;mar.; 22 sep. 2020; 13:24:25
7;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5436223;-33,0092138;40,79999924;6,60;21;25;In Vehicle;96%;undefined;87;88;undefined;mar.; 22 sep. 2020; 13:24:36
8;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5435244;-33,0089859;40,79999924;0,00;21;22;In Vehicle;96%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:24:46
9;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,543524;-33,0089866;42,09999847;0,00;21;22;In Vehicle;96%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:24:56
10;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5435151;-33,0089353;42,79999924;3,73;21;16;In Vehicle;96%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:25:18
11;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5429186;-33,0089597;42,79999924;7,59;21;54;In Vehicle;96%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:25:28
12;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5423817;-33,0091691;42,79999924;4,45;21;77;In Vehicle;96%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:25:39
13;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5424928;-33,0096334;41,19999695;4,05;21;92;In Vehicle;96%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:25:50
14;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5425095;-33,0097568;41;0,00;21;87;In Vehicle;94%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:26:00
15;K2YDoKmWhyanX2zimColD8XV0kI3;-MHqch7v5J-9BpOZZ-o8;-71,5425092;-33,009757;41;0,00;21;86;In Vehicle;94%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:26:10
16;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5425541;-33,0098559;41,29999924;3,10;21;90;In Vehicle;94%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:26:20
17;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5426314;-33,0102217;41;3,29;21;69;In Vehicle;94%;undefined;87;88;undefined;mar.; 22 sep. 2020; 13:26:31
18;K2YDoKmWhyanX2zimColD8XV0kI3;-MHqcoxUyCjAhP7_-6VY;-71,5427154;-33,0107419;41;5,66;21;48;In Vehicle;94%;undefined;87;88;undefined;mar.; 22 sep. 2020; 13:26:42
19;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5428046;-33,0110455;41;1,93;21;353;In Vehicle;94%;undefined;87;88;undefined;mar.; 22 sep. 2020; 13:26:53
20;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5434969;-33,0109657;41;7,71;21;346;In Vehicle;96%;undefined;87;88;undefined;mar.; 22 sep. 2020; 13:27:03
21;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,544394;-33,010852;41;7,59;21;355;In Vehicle;94%;undefined;87;88;undefined;mar.; 22 sep. 2020; 13:27:14
22;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5451096;-33,0107606;37,13133698;4,80;21;358;In Vehicle;94%;undefined;87;88;undefined;mar.; 22 sep. 2020; 13:27:25
23;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5458752;-33,0106346;32,47236156;7,21;21;347;In Vehicle;94%;undefined;88;88;undefined;mar.; 22 sep. 2020; 13:27:36
24;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5464592;-33,0104827;31,23153787;5,16;21;27;In Vehicle;96%;undefined;0,772;88;undefined;mar.; 22 sep. 2020; 13:27:46
25;K2YDoKmWhyanX2zimColD8XV0kI3;#¨NOMBRE?;-71,5463002;-33,0097602;31,96323402;6,32;21;23;In Vehicle;96%;undefined;0,729;88;undefined;mar.; 22 sep. 2020; 13:27:57
