S.No;uid;$key;longitud;latitud;altura;velocidad;CantSat;azimuth;actividad;confianza;Y;X;Z;postionDop;horizontalDop;verticalDop;geoidHeight;dia;Fecha&Hora;hora
279;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5474171;-33,0259494;46,7;17,58;31;176;Still;97%;5,337280273;-0,972045898;8,092407227;undefined;1,4;;33,6;Sat;16 oct. 2019 20:23:44; 20:23:44
280;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5474356;-33,0259258;46,7;8,28;31;173;Still;97%;6,060317993;-1,083969116;7,395095825;undefined;1,4;;33,6;Sat;16 oct. 2019 20:23:55; 20:23:55
281;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5474298;-33,025928;0;0,78;0;24;Still;99%;-10,0769043;-9,979248047;-64,12811279;undefined;undefined;undefined;undefined;Sat;16 oct. 2019 20:24:05; 20:24:05
282;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5473065;-33,0261002;41,7;21,6;16;22;Still;97%;-9,881591797;-9,490966797;-62,20397949;undefined;1,3;1;33,6;Sat;16 oct. 2019 20:24:15; 20:24:15
283;JTxR78SdpobHap7hzp3AZcynJtU2;-LptOeElt16P9VUqQBX-;-71,5474023;-33,0259445;69,3;32,64;16;20;Still;94%;7,45854187;-0,650619507;6,154296875;undefined;1;0,9;33,6;Sat;16 oct. 2019 20:24:25; 20:24:25
284;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5474045;-33,0259342;70,2;18,42;15;20;Still;100%;-10,56518555;-8,026123047;-62,89215088;undefined;1,1;0,9;33,6;Sat;16 oct. 2019 20:24:35; 20:24:35
285;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,547339;-33,0260293;69,7;63,06;29;19;Still;100%;7,557891846;-0,639251709;6,216537476;undefined;1;0,9;33,6;Sat;16 oct. 2019 20:24:45; 20:24:45
286;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5469352;-33,0275557;70,8;53,52;29;25;Still;100%;-9,783935547;-10,2722168;-65,63873291;undefined;0,9;0,9;33,6;Sat;16 oct. 2019 20:24:54; 20:24:54
287;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,545707;-33,0275227;70,8;21,72;30;45;In Vehicle;97%;5,880157471;-2,183517456;7,587219238;undefined;0,9;;33,6;Sat;16 oct. 2019 20:25:05; 20:25:05
288;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5456819;-33,027504;75,7;19,5;29;51;Still;100%;5,566513062;-2,193084717;7,813476563;undefined;0,8;0,9;33,6;Sat;16 oct. 2019 20:25:15; 20:25:15
289;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5456356;-33,0275405;58,2;0,24;29;21;In Vehicle;96%;-2,069091797;-33,5144043;-61,65466309;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:25:24; 20:25:24
290;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,545723;-33,0275078;58,2;0;29;12;In Vehicle;96%;7,069473267;2,75692749;7,59022522;undefined;1;0,9;33,6;Sat;16 oct. 2019 20:25:35; 20:25:35
291;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5457412;-33,0264083;55,1;0;16;353;In Vehicle;96%;-23,1628418;-17,4987793;-49,01733398;undefined;1;;33,6;Sat;16 oct. 2019 20:25:45; 20:25:45
292;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5461919;-33,0261244;55,1;0;29;66;In Vehicle;96%;7,631515503;-2,04045105;4,900924683;undefined;0,9;;33,6;Sat;16 oct. 2019 20:25:55; 20:25:55
293;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5461828;-33,0254038;66,9;0;29;48;In Vehicle;96%;-14,08081055;-37,71362305;-50,5279541;undefined;0,9;;33,6;Sat;16 oct. 2019 20:26:05; 20:26:05
294;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5461408;-33,0252736;55,4;33,3;30;56;In Vehicle;97%;-2,362060547;-30,1940918;-70,30944824;undefined;0,9;;33,6;Sat;16 oct. 2019 20:26:14; 20:26:14
295;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5471892;-33,0246178;55,4;1,26;29;56;In Vehicle;97%;-1,385498047;-31,07299805;-68,66149902;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:26:25; 20:26:25
296;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5501126;-33,0242416;54;0,24;29;20;In Vehicle;96%;-6,854248047;-8,221435547;-64,26544189;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:26:35; 20:26:35
297;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5523853;-33,0243845;46,8;0,06;31;41;In Vehicle;97%;7,040145874;-1,36289978;6,35899353;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:26:44; 20:26:44
298;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,552338;-33,0252518;46,8;82,02;17;40;In Vehicle;96%;0,372314453;-27,8503418;-72,23205566;undefined;0,8;;33,6;Sat;16 oct. 2019 20:26:55; 20:26:55
299;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5523392;-33,0252511;46,8;48,18;17;60;In Vehicle;96%;7,725494385;-2,641403198;4,576522827;undefined;1;0,9;33,6;Sat;16 oct. 2019 20:27:05; 20:27:05
300;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5523391;-33,0252515;46,6;48,6;13;47;In Vehicle;99%;5,267242432;-1,001373291;6,821685791;undefined;1;0,9;33,6;Sat;16 oct. 2019 20:27:15; 20:27:15
301;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5523393;-33,0252516;46,6;13,38;16;36;In Vehicle;99%;-7,342529297;-7,440185547;-65,77606201;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:27:25; 20:27:25
302;JTxR78SdpobHap7hzp3AZcynJtU2;-LptPUTisiKZ8M5Qk-y-;-71,5523392;-33,0252515;46,6;3,72;15;7;In Vehicle;97%;5,598846436;0,663787842;9,273345947;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 20:27:34; 20:27:34
303;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5523384;-33,0252534;46,8;70,32;18;17;In Vehicle;97%;-3,143310547;-10,2722168;-67,56134033;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 20:27:45; 20:27:45
304;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5523375;-33,0252558;45,5;38,88;17;42;In Vehicle;97%;3,810379028;-0,9894104;13,32192993;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 20:27:55; 20:27:55
305;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,552421;-33,025251;45,5;30,54;17;35;In Vehicle;97%;6,634933472;-1,702880859;6,247665405;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:28:04; 20:28:04
306;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,552411;-33,0252645;45,2;1,56;17;35;In Vehicle;97%;6,443389893;-1,94229126;7,42980957;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:28:15; 20:28:15
307;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5523898;-33,0252717;45,2;0;17;32;In Vehicle;97%;-8,319091797;-6,365966797;-60,55603027;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:28:25; 20:28:25
308;JTxR78SdpobHap7hzp3AZcynJtU2;-LptQrOcl-0yi095n0hi;-71,552828;-33,0261374;41,5;0;30;127;In Vehicle;90%;-30,09643555;-11,4440918;-12,61291504;undefined;0,8;;33,6;Sat;16 oct. 2019 20:28:34; 20:28:34
309;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5535044;-33,0260668;41,5;0,42;30;328;In Vehicle;90%;17,8527832;-7,049560547;13,62609863;undefined;0,8;;33,6;Sat;16 oct. 2019 20:28:45; 20:28:45
310;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5531108;-33,026248;45,7;0,06;30;308;In Vehicle;90%;4,376220703;-21,2097168;-24,28894043;undefined;0,8;;33,6;Sat;16 oct. 2019 20:28:55; 20:28:55
311;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5487999;-33,0270652;0;0,24;30;209;Tilting;100%;-17,59643555;9,649658203;9,642028809;undefined;0,8;;33,6;Sat;16 oct. 2019 20:29:04; 20:29:04
312;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5436605;-33,0284061;0;0,24;18;196;Tilting;100%;2,589935303;-4,223373413;8,958511353;undefined;0,8;;33,6;Sat;16 oct. 2019 20:29:15; 20:29:15
313;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5420062;-33,0288476;0;0,18;18;221;Tilting;100%;-10,57891846;12,11395264;14,33563232;undefined;0,8;;33,6;Sat;16 oct. 2019 20:29:25; 20:29:25
314;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5360761;-33,0305443;0;38,22;18;209;Tilting;100%;-10,18829346;8,305358887;16,80908203;undefined;0,8;;33,6;Sat;16 oct. 2019 20:29:35; 20:29:35
315;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5339639;-33,0321134;0;96,24;18;203;Tilting;100%;3,597885132;2,202667236;9,2787323;undefined;0,8;;33,6;Sat;16 oct. 2019 20:29:45; 20:29:45
316;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5321692;-33,0357569;0;0,54;18;206;Tilting;100%;-10,4675293;10,89324951;16,98913574;undefined;0,8;;33,6;Sat;16 oct. 2019 20:29:54; 20:29:54
317;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,530371;-33,0369847;0;55,38;18;202;Tilting;100%;-14,08081055;9,526062012;15,47851563;undefined;0,8;;33,6;Sat;16 oct. 2019 20:30:05; 20:30:05
318;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5307154;-33,0376078;0;0,24;18;204;Tilting;100%;4,684249878;1,421554565;8,180389404;undefined;0,8;;33,6;Sat;16 oct. 2019 20:30:15; 20:30:15
319;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306625;-33,0376753;69,1;103,5;30;127;Tilting;100%;11,50512695;-19,18487549;11,3571167;undefined;0,8;;33,6;Sat;16 oct. 2019 20:30:24; 20:30:24
320;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306958;-33,0376419;0;0,42;0;66;undefined;undefined;-26,12915039;-27,41241455;-42,64373779;undefined;undefined;undefined;undefined;Sat;16 oct. 2019 20:30:35; 20:30:35
321;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306953;-33,0376422;0;30,6;18;63;undefined;undefined;-27,20336914;-24,3850708;-43,0557251;undefined;undefined;;undefined;Sat;16 oct. 2019 20:30:45; 20:30:45
322;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,530693;-33,0376431;0;0,24;18;28;In Vehicle;96%;7,811080933;-0,914581299;5,869384766;undefined;undefined;;undefined;Sat;16 oct. 2019 20:30:54; 20:30:54
323;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5302137;-33,037001;45,2;39,48;26;46;In Vehicle;97%;8,048110962;-1,486801147;8,532928467;undefined;1,1;;33,6;Sat;16 oct. 2019 20:31:05; 20:31:05
324;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5296581;-33,0385248;40,6;0,54;26;41;In Vehicle;97%;8,265380859;-1,215057373;4,316741943;undefined;1,3;0,8;33,6;Sat;16 oct. 2019 20:31:15; 20:31:15
325;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5294454;-33,0359912;45,7;30,72;26;67;In Vehicle;97%;-14,89868164;-42,25616455;-45,80383301;undefined;1,3;;33,6;Sat;16 oct. 2019 20:31:25; 20:31:25
326;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5320037;-33,0354382;41,5;0,36;14;61;In Vehicle;96%;-15,38696289;-36,1038208;-45,94116211;undefined;1,1;0,9;33,6;Sat;16 oct. 2019 20:31:35; 20:31:35
327;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5305333;-33,0368056;49,5;64,08;17;71;In Vehicle;98%;7,028778076;-0,936126709;6,637924194;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:31:44; 20:31:44
328;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5307414;-33,0376493;49,5;10,08;26;71;Still;96%;7,304702759;-0,990600586;6,357208252;undefined;0,8;;33,6;Sat;16 oct. 2019 20:31:55; 20:31:55
329;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5307424;-33,0376101;49,5;0,66;26;75;Still;100%;-14,41040039;-45,38116455;-41,81976318;undefined;0,8;;33,6;Sat;16 oct. 2019 20:32:05; 20:32:05
330;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306887;-33,0376532;41,7;0,42;26;74;In Vehicle;96%;-16,46118164;-44,1116333;-47,45178223;undefined;0,8;0,7;33,6;Sat;16 oct. 2019 20:32:14; 20:32:14
331;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306887;-33,0376534;41,3;13,56;27;60;In Vehicle;96%;8,029556274;-0,435150146;4,808761597;undefined;0,9;;33,6;Sat;16 oct. 2019 20:32:25; 20:32:25
332;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306886;-33,0376533;40,4;55,38;18;66;In Vehicle;97%;-15,48461914;-41,3772583;-43,0557251;undefined;1;0,8;33,6;Sat;16 oct. 2019 20:32:35; 20:32:35
333;JTxR78SdpobHap7hzp3AZcynJtU2;-LptqLSe9-KWPY5ZdpG-;-71,5306886;-33,0376532;40,4;1,8;27;72;In Vehicle;97%;-16,26586914;-41,86553955;-42,50640869;undefined;0,8;0,7;33,6;Sat;16 oct. 2019 20:32:45; 20:32:45
334;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306883;-33,0376533;39,9;9,42;27;76;In Vehicle;97%;7,029373169;-1,323394775;7,274780273;undefined;0,8;;33,6;Sat;16 oct. 2019 20:32:55; 20:32:55
335;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306881;-33,0376533;40,5;0,9;27;71;In Vehicle;97%;7,152679443;-0,839767456;6,21534729;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:33:05; 20:33:05
336;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306706;-33,0376225;40,5;28,56;26;72;In Vehicle;97%;7,331039429;-1,459259033;5,489898682;undefined;1;0,8;33,6;Sat;16 oct. 2019 20:33:15; 20:33:15
337;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306687;-33,0376298;40,5;1,2;15;64;In Vehicle;97%;-13,62915039;-42,7444458;-43,1930542;undefined;1;0,8;33,6;Sat;16 oct. 2019 20:33:25; 20:33:25
338;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5306709;-33,0376331;67,9;11,82;16;68;In Vehicle;97%;7,229293823;-0,797866821;5,980712891;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 20:33:35; 20:33:35
339;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5299169;-33,037407;67,9;0,96;27;67;Still;96%;7,207748413;-0,852340698;6,065704346;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:33:45; 20:33:45
340;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5296471;-33,0385362;54,7;10,08;27;63;In Vehicle;96%;-15,09399414;-41,9631958;-43,3303833;undefined;0,8;;33,6;Sat;16 oct. 2019 20:33:55; 20:33:55
341;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5287303;-33,0363233;50,9;38,16;27;66;In Vehicle;97%;-13,92211914;-40,5960083;-42,50640869;undefined;0,9;;33,6;Sat;16 oct. 2019 20:34:05; 20:34:05
342;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5296812;-33,0350278;50,9;67,86;18;86;In Vehicle;97%;5,615005493;-1,487991333;7,247253418;undefined;0,9;;33,6;Sat;16 oct. 2019 20:34:15; 20:34:15
343;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5300939;-33,0348704;47,3;1,02;18;76;In Vehicle;97%;-19,29321289;-38,0569458;-39,07318115;undefined;0,8;0,7;33,6;Sat;16 oct. 2019 20:34:24; 20:34:24
344;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5318847;-33,0340095;47,3;54,12;17;72;In Vehicle;96%;-19,78149414;-34,05303955;-36,18774414;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:34:35; 20:34:35
345;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5318865;-33,0340333;47,3;0,48;18;80;In Vehicle;96%;-20,07446289;-31,4163208;-29,73175049;undefined;0,8;0,7;33,6;Sat;16 oct. 2019 20:34:45; 20:34:45
346;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5322957;-33,0337187;51,8;22,98;15;78;In Vehicle;96%;-19,29321289;-34,44366455;-36,59973145;undefined;1;0,8;33,6;Sat;16 oct. 2019 20:34:55; 20:34:55
347;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,536287;-33,0302525;51,8;0,54;28;55;In Vehicle;97%;-18,90258789;-16,7678833;-35,77575684;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 20:35:05; 20:35:05
348;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5412511;-33,028891;47,9;1,08;17;58;In Vehicle;95%;-20,07446289;-16,27960205;-35,77575684;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 20:35:14; 20:35:14
349;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5448386;-33,0279382;47,9;63,3;19;82;In Vehicle;94%;-12,06665039;-42,9397583;-47,31445313;undefined;1;0,9;33,6;Sat;16 oct. 2019 20:35:24; 20:35:24
350;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5468772;-33,0273836;47,9;71,7;18;30;In Vehicle;94%;-15,77758789;-37,56866455;-38,24768066;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 20:35:34; 20:35:34
351;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5506886;-33,0261327;47,9;0;19;18;In Vehicle;96%;-19,87915039;-15,4006958;-34,95178223;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:35:44; 20:35:44
352;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5518897;-33,0252736;47,9;86,4;19;67;In Vehicle;96%;6,880935669;0,121505737;6,298553467;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:35:54; 20:35:54
353;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5512102;-33,0240839;27,2;0;29;48;In Vehicle;96%;7,372344971;-0,460281372;5,347442627;undefined;0,9;0,9;33,6;Sat;16 oct. 2019 20:36:04; 20:36:04
354;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5515043;-33,0226731;43,6;0;28;43;In Vehicle;97%;8,12890625;-0,794281006;5,216369629;undefined;0,8;0,8;33,6;Sat;16 oct. 2019 20:36:14; 20:36:14
355;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5515025;-33,0226647;58,8;0,12;28;59;In Vehicle;97%;8,179794312;-2,919723511;4,072540283;undefined;0,9;0,8;33,6;Sat;16 oct. 2019 20:36:24; 20:36:24
356;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5511311;-33,0205987;88,5;2,76;18;52;In Vehicle;97%;7,031768799;-2,853286743;6,304534912;undefined;1;0,9;33,6;Sat;16 oct. 2019 20:36:34; 20:36:34
357;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5521149;-33,0203717;85,4;0,72;17;30;In Vehicle;96%;7,579437256;-0,957077026;5,864593506;undefined;1;0,9;33,6;Sat;16 oct. 2019 20:36:44; 20:36:44
358;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5529156;-33,0198889;66,4;7,62;28;31;In Vehicle;94%;6,983291626;-1,159988403;6,582855225;undefined;1;;33,6;Sat;16 oct. 2019 20:36:53; 20:36:53
359;JTxR78SdpobHap7hzp3AZcynJtU2;#¨NOMBRE?;-71,5529072;-33,0198621;66,4;45;29;19;Still;100%;6,970718384;-0,472259521;6,948577881;undefined;1,1;;33,6;Sat;16 oct. 2019 20:37:04; 20:37:04
