S.No;uid;$key;longitud;latitud;altura;velocidad;CantSat;azimuth;actividad;confianza;Y;X;Z;postionDop;horizontalDop;verticalDop;geoidHeight;date;HORA;LONG;LAT
425;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715467261;-330140881;4.119.999.694.824.210;0.01079899724572897;15;215;Still;100%;69.871.826.171.875;-0.68414306640625;66.289.520.263.671.800;undefined;0.9;;33.6;16 oct. 2019 20:48:03;20:48:03;-71,5467261;-33,0140881
426;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715467245;-330140663;4.079.999.923.706.050;0;15;224;Still;100%;73.068.084.716.796.800;-0.726043701171875;6.177.337.646.484.370;undefined;0.9;;33.6;16 oct. 2019 20:48:14;20:48:14;-71,5467245;-33,0140663
427;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715477675;-33022792;37.599.998.474.121.000;0.13940952718257904;17;65;undefined;undefined;-2.533.416.748.046.870;-1.835.174.560.546.870;-3.977.203.369.140.620;undefined;0.9;0.8;33.6;16 oct. 2019 20:48:24;20:48:24;-71,5477675;-33,022792
428;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715477669;-330227911;37.599.998.474.121.000;0.06886498630046844;18;67;In Vehicle;98%;-2.513.885.498.046.870;-1.805.877.685.546.870;-3.977.203.369.140.620;undefined;0.9;0.8;33.6;16 oct. 2019 20:48:34;20:48:34;-71,5477669;-33,0227911
429;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715486252;-330229645;37.5;4.252.467.155.456.540;18;71;In Vehicle;98%;63.766.632.080.078.100;-43.769.073.486.328.100;71.502.838.134.765.600;undefined;0.8;0.8;33.6;16 oct. 2019 20:48:44;20:48:44;-71,5486252;-33,0229645
430;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715474022;-330243916;37;8.817.676.544.189.450;16;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.7;33.6;16 oct. 2019 20:48:53;20:48:53;-71,5474022;-33,0243916
431;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715475974;-330252822;3.779.999.923.706.050;0.006583866197615862;18;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.9;0.8;33.6;16 oct. 2019 20:49:04;20:49:04;-71,5475974;-33,0252822
432;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715462489;-33026162;3.819.999.694.824.210;6.915.945.053.100.580;18;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.7;33.6;16 oct. 2019 20:49:14;20:49:14;-71,5462489;-33,026162
433;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715438711;-330271793;288.924.560.546.875;4.989.860.534.667.960;15;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.8;0.8;33.6;16 oct. 2019 20:49:24;20:49:24;-71,5438711;-33,0271793
434;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715423642;-330278182;33.826.416.015.625;16.520.984.172.821.000;16;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.8;33.6;16 oct. 2019 20:49:34;20:49:34;-71,5423642;-33,0278182
435;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715419388;-330280042;4.819.999.694.824.210;0.0016767277847975492;18;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.8;33.6;16 oct. 2019 20:49:44;20:49:44;-71,5419388;-33,0280042
436;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715403519;-330286881;41.5;292.586.612.701.416;17;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;1.0;0.8;33.6;16 oct. 2019 20:49:54;20:49:54;-71,5403519;-33,0286881
437;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715402728;-330287169;42.099.998.474.121.000;1.382.351.279.258.720;18;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.8;0.8;33.6;16 oct. 2019 20:50:04;20:50:04;-71,5402728;-33,0287169
438;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715389857;-330293236;4.329.999.923.706.050;0.12904761731624603;18;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.9;0.9;33.6;16 oct. 2019 20:50:14;20:50:14;-71,5389857;-33,0293236
439;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715388895;-330293636;774.000.015.258.789;3.598.914.861.679.070;18;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.9;0.9;33.6;16 oct. 2019 20:50:23;20:50:23;-71,5388895;-33,0293636
440;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-71534772;-330315609;830.999.984.741.211;5.441.505.432.128.900;18;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.7;33.6;16 oct. 2019 20:50:33;20:50:33;-71,534772;-33,0315609
441;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715337471;-330325588;4.639.999.771.118.160;30.707.387.924.194.300;17;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.7;33.6;16 oct. 2019 20:50:44;20:50:44;-71,5337471;-33,0325588
442;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715326197;-330338165;4.939.999.771.118.160;10.509.864.807.128.900;18;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.7;33.6;16 oct. 2019 20:50:54;20:50:54;-71,5326197;-33,0338165
443;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715317243;-330358529;4.989.999.771.118.160;891.880.989.074.707;17;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.8;33.6;16 oct. 2019 20:51:03;20:51:03;-71,5317243;-33,0358529
444;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715305441;-33037336;5.072.552.490.234.370;362.200.927.734.375;16;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.8;33.6;16 oct. 2019 20:51:14;20:51:14;-71,5305441;-33,037336
445;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715307022;-330376373;7.079.999.542.236.320;32.526.607.513.427.700;16;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.9;0.8;33.6;16 oct. 2019 20:51:24;20:51:24;-71,5307022;-33,0376373
446;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715306669;-330376445;652.392.578.125;0.03517446294426918;31;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.8;33.6;16 oct. 2019 20:51:34;20:51:34;-71,5306669;-33,0376445
447;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715306472;-330376691;0;0;31;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.8;33.6;16 oct. 2019 20:51:44;20:51:44;-71,5306472;-33,0376691
448;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715306472;-330376691;0;0;31;62;In Vehicle;98%;6.990.478.515.625;-0.0981597900390625;65.445.556.640.625;undefined;0.7;0.8;33.6;16 oct. 2019 20:51:53;20:51:53;-71,5306472;-33,0376691
449;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715306472;-330376691;0;0;17;16;undefined;undefined;2.643.585.205.078.120;-628.204.345.703.125;575.103.759.765.625;undefined;undefined;;undefined;16 oct. 2019 20:52:04;20:52:04;-71,5306472;-33,0376691
450;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715474214;-330219119;4.119.999.694.824.210;0.0031956383027136326;0;39;undefined;undefined;8.347.686.767.578.120;-0.1433563232421875;50.999.603.271.484.300;undefined;undefined;undefined;undefined;16 oct. 2019 20:52:14;20:52:14;-71,5474214;-33,0219119
451;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715475131;-330222385;4.119.999.694.824.210;5.546.526.908.874.510;14;28;undefined;undefined;-252.471.923.828.125;-1.579.742.431.640.620;-40.191.650.390.625;undefined;0.8;0.7;33.6;16 oct. 2019 20:52:24;20:52:24;-71,5475131;-33,0222385
452;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715462651;-330232177;3.739.999.771.118.160;0.20954008400440216;17;61;undefined;undefined;-111.846.923.828.125;-3.982.086.181.640.620;-500.823.974.609.375;undefined;0.8;0.7;33.6;16 oct. 2019 20:52:34;20:52:34;-71,5462651;-33,0232177
453;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715462641;-33023217;3.739.999.771.118.160;0.03817591071128845;16;63;undefined;undefined;-124.542.236.328.125;-4.128.570.556.640.620;-5.296.783.447.265.620;undefined;0.8;0.7;33.6;16 oct. 2019 20:52:43;20:52:43;-71,5462641;-33,023217
454;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715462637;-33023217;3.739.999.771.118.160;0.005967325996607542;17;61;Still;100%;69.072.723.388.671.800;-0.7847137451171875;67.821.807.861.328.100;undefined;0.9;0.8;33.6;16 oct. 2019 20:52:54;20:52:54;-71,5462637;-33,023217
455;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715435175;-330234478;3.829.999.923.706.050;13.669.309.616.088.800;28;47;Still;100%;-161.651.611.328.125;-3.952.789.306.640.620;-48.846.435.546.875;undefined;0.7;0.7;33.6;16 oct. 2019 20:53:04;20:53:04;-71,5435175;-33,0234478
456;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715389825;-330259243;3.939.999.771.118.160;8.030.278.205.871.580;17;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;0.8;0.7;33.6;16 oct. 2019 20:53:13;20:53:13;-71,5389825;-33,0259243
457;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715394619;-330278958;4.179.999.923.706.050;8.102.987.289.428.710;15;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;0.8;0.7;33.6;16 oct. 2019 20:53:24;20:53:24;-71,5394619;-33,0278958
458;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-71538296;-330292477;4.129.999.923.706.050;22.250.125.408.172.600;16;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;1.0;0.8;33.6;16 oct. 2019 20:53:34;20:53:34;-71,538296;-33,0292477
459;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715386308;-330294229;3.425.616.455.078.120;0.6193373203277588;17;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;0.9;0.8;33.6;16 oct. 2019 20:53:44;20:53:44;-71,5386308;-33,0294229
460;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715360077;-330307014;379.764.404.296.875;11.720.990.180.969.200;17;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;0.9;0.7;33.6;16 oct. 2019 20:53:54;20:53:54;-71,5360077;-33,0307014
461;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-71533832;-330323921;50;6.478.041.172.027.580;17;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;0.8;0.7;33.6;16 oct. 2019 20:54:03;20:54:03;-71,533832;-33,0323921
462;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-71531759;-330349377;4.619.999.694.824.210;5.085.922.718.048.090;14;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;0.9;0.8;33.6;16 oct. 2019 20:54:14;20:54:14;-71,531759;-33,0349377
463;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715309864;-330354535;47.5;0.2599872648715973;16;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;0.9;0.8;33.6;16 oct. 2019 20:54:24;20:54:24;-71,5309864;-33,0354535
464;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715312689;-330348468;47;0;15;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;1.0;0.8;33.6;16 oct. 2019 20:54:33;20:54:33;-71,5312689;-33,0348468
465;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715306078;-33035049;4.829.999.923.706.050;0.00006703039980493486;17;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;1.0;0.8;33.6;16 oct. 2019 20:54:44;20:54:44;-71,5306078;-33,035049
466;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715299959;-330351781;45;0.07291704416275024;17;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;1.0;0.8;33.6;16 oct. 2019 20:54:54;20:54:54;-71,5299959;-33,0351781
467;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715294425;-330352766;4.639.999.771.118.160;0.007280667778104544;15;83;Still;100%;569.342.041.015.625;-1.989.288.330.078.120;7.389.404.296.875;undefined;0.8;0.7;33.6;16 oct. 2019 20:55:03;20:55:03;-71,5294425;-33,0352766
468;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715294406;-330352729;4.639.999.771.118.160;0.04108775779604912;17;46;Still;100%;-1.372.222.900.390.620;-5.929.412.841.796.870;-10.894.317.626.953.100;undefined;0.9;0.7;33.6;16 oct. 2019 20:55:14;20:55:14;-71,5294406;-33,0352729
469;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715294406;-330352729;4.639.999.771.118.160;0.04108775779604912;17;46;Still;100%;-1.333.160.400.390.620;-5.988.006.591.796.870;-10.976.715.087.890.600;undefined;0.9;0.7;33.6;16 oct. 2019 20:55:24;20:55:24;-71,5294406;-33,0352729
470;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715294349;-330352634;46.5;0.033707454800605774;16;45;Still;100%;-1.020.660.400.390.620;-5.861.053.466.796.870;-106.744.384.765.625;undefined;0.9;0.8;33.6;16 oct. 2019 20:55:34;20:55:34;-71,5294349;-33,0352634
471;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715316978;-330341693;4.589.999.771.118.160;63.690.505.027.771;15;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:55:44;20:55:44;-71,5316978;-33,0341693
472;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715361577;-330303845;46.099.998.474.121.000;16.036.334.991.455.000;12;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.7;33.6;16 oct. 2019 20:55:53;20:55:53;-71,5361577;-33,0303845
473;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715384681;-330296655;46.099.998.474.121.000;0.08972048759460449;15;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;1.0;0.8;33.6;16 oct. 2019 20:56:04;20:56:04;-71,5384681;-33,0296655
474;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715406907;-330290793;42.5;9.230.899.810.791.010;14;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:56:14;20:56:14;-71,5406907;-33,0290793
475;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715429993;-330284464;4.179.999.923.706.050;0.03501914069056511;30;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:56:24;20:56:24;-71,5429993;-33,0284464
476;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-71545417;-33027805;4.179.999.923.706.050;17.246.618.270.874.000;14;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;1.0;0.8;33.6;16 oct. 2019 20:56:34;20:56:34;-71,545417;-33,027805
477;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715505963;-330261945;3.989.999.771.118.160;0.06702766567468643;13;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;1.0;0.8;33.6;16 oct. 2019 20:56:44;20:56:44;-71,5505963;-33,0261945
478;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715515414;-330260452;3.939.999.771.118.160;5.100.804.805.755.610;15;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;1.0;0.8;33.6;16 oct. 2019 20:56:54;20:56:54;-71,5515414;-33,0260452
479;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715517802;-330260586;51.099.998.474.121.000;0.03706837445497513;16;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:57:03;20:57:03;-71,5517802;-33,0260586
480;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715520284;-330259057;51.099.998.474.121.000;6.578.786.849.975.580;14;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:57:14;20:57:14;-71,5520284;-33,0259057
481;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715510609;-330242979;5.179.999.923.706.050;0.08672212064266205;15;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:57:24;20:57:24;-71,5510609;-33,0242979
482;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715516492;-330233997;50.099.998.474.121.000;51.203.131.675.720.200;15;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:57:33;20:57:33;-71,5516492;-33,0233997
483;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715516214;-330232798;4.029.999.923.706.050;0.05605939030647278;16;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:57:43;20:57:43;-71,5516214;-33,0232798
484;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715512671;-330215876;40.599.998.474.121.000;106.775.541.305.542;16;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:57:54;20:57:54;-71,5512671;-33,0215876
485;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715502485;-330166656;4.119.999.694.824.210;16.823.689.937.591.500;13;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:58:04;20:58:04;-71,5502485;-33,0166656
486;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715501505;-330162367;41.599.998.474.121.000;0.10572395473718643;15;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:58:13;20:58:13;-71,5501505;-33,0162367
487;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715499028;-330149787;4.389.999.771.118.160;0.07053902745246887;16;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:58:24;20:58:24;-71,5499028;-33,0149787
488;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715498252;-330144609;41.5;22.573.225.498.199.400;16;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.8;0.8;33.6;16 oct. 2019 20:58:34;20:58:34;-71,5498252;-33,0144609
489;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715508149;-330127113;3.989.999.771.118.160;9.228.981.018.066.400;15;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:58:44;20:58:44;-71,5508149;-33,0127113
490;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715502551;-330101476;4.029.999.923.706.050;0.29995304346084595;16;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:58:54;20:58:54;-71,5502551;-33,0101476
491;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715498816;-330099786;4.079.999.923.706.050;1.571.282.148.361.200;31;74;Still;100%;-1.391.754.150.390.620;-5.157.928.466.796.870;-10.976.715.087.890.600;undefined;0.9;0.8;33.6;16 oct. 2019 20:59:03;20:59:03;-71,5498816;-33,0099786
492;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715497223;-330100342;4.079.999.923.706.050;0.14847223460674286;31;283;Still;100%;1.229.705.810.546.870;1.292.572.021.484.370;208.953.857.421.875;undefined;500.0;500.0;33.6;16 oct. 2019 20:59:14;20:59:14;-71,5497223;-33,0100342
493;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715496654;-330098734;4.079.999.923.706.050;0;31;292;Still;100%;32.339.630.126.953.100;-1.413.177.490.234.370;8.802.276.611.328.120;undefined;500.0;;33.6;16 oct. 2019 20:59:24;20:59:24;-71,5496654;-33,0098734
494;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715496654;-330098734;4.079.999.923.706.050;0;31;288;Still;100%;39.911.346.435.546.800;-10.175.323.486.328.100;8.492.828.369.140.620;undefined;500.0;;33.6;16 oct. 2019 20:59:34;20:59:34;-71,5496654;-33,0098734
495;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-71549668;-330098614;4.079.999.923.706.050;0;31;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;500.0;;33.6;16 oct. 2019 20:59:44;20:59:44;-71,549668;-33,0098614
496;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715495617;-330097523;4.089.999.771.118.160;0;31;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;500.0;;33.6;16 oct. 2019 20:59:53;20:59:53;-71,5495617;-33,0097523
497;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715495917;-330097373;4.089.999.771.118.160;0;31;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;500.0;;33.6;16 oct. 2019 21:00:04;21:00:04;-71,5495917;-33,0097373
498;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715495565;-330097462;43.099.998.474.121.000;0;31;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;500.0;;33.6;16 oct. 2019 21:00:14;21:00:14;-71,5495565;-33,0097462
499;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715497077;-330097274;41;0;31;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;500.0;;33.6;16 oct. 2019 21:00:23;21:00:23;-71,5497077;-33,0097274
500;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715501863;-330100863;4.139.999.771.118.160;0;31;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;500.0;;33.6;16 oct. 2019 21:00:33;21:00:33;-71,5501863;-33,0100863
501;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715491382;-330096568;343.289.794.921.875;476.116.943.359.375;18;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;0.9;0.8;33.6;16 oct. 2019 21:00:43;21:00:43;-71,5491382;-33,0096568
502;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-71549064;-330096807;302.166.748.046.875;0.19957378506660461;19;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;0.7;0.7;33.6;16 oct. 2019 21:00:54;21:00:54;-71,549064;-33,0096807
503;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715490252;-330096591;40.5;19.735.461.473.464.900;17;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;0.7;0.7;33.6;16 oct. 2019 21:01:04;21:01:04;-71,5490252;-33,0096591
504;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715490753;-330105575;4.029.999.923.706.050;0.16217617690563202;19;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;0.8;0.8;33.6;16 oct. 2019 21:01:13;21:01:13;-71,5490753;-33,0105575
505;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-71549781;-330138505;4.279.999.923.706.050;16.830.220.222.473.100;19;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;0.7;0.7;33.6;16 oct. 2019 21:01:24;21:01:24;-71,549781;-33,0138505
506;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715498564;-330141831;41;6.359.391.689.300.530;19;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;0.8;0.8;33.6;16 oct. 2019 21:01:34;21:01:34;-71,5498564;-33,0141831
507;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715506376;-330178948;42.099.998.474.121.000;11.306.510.925.292.900;17;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;0.8;0.8;33.6;16 oct. 2019 21:01:44;21:01:44;-71,5506376;-33,0178948
508;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715510519;-330200956;41;0.17288993299007416;19;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;0.8;0.8;33.6;16 oct. 2019 21:01:54;21:01:54;-71,5510519;-33,0200956
509;JTxR78SdpobHap7hzp3AZcynJtU2;#¿NOMBRE?;-715515653;-330203423;41;90.158.052.444.458;17;301;Still;100%;1.639.862.060.546.870;1.155.853.271.484.370;1.704.864.501.953.120;undefined;0.7;0.7;33.6;16 oct. 2019 21:02:03;21:02:03;-71,5515653;-33,0203423
